time,velocity,angle,resistance
0.0,7.0,0.0,0.0
0.00394629999937024,7.0,0.06062682,0.0
0.13467749999836087,7.0,1.697551,0.0
0.2848102999996627,7.0,5.213906,0.0
0.45076129998778924,7.0,0.0,0.0
0.5845135999988997,7.0,5.058944,0.0
0.7343937999976333,7.0,1.662096,0.0
0.884805800000322,7.0,0.0,0.0
1.0572529999917606,7.0,0.0,0.0
1.1846128999895882,7.0,1.697551,0.0
1.334700999999768,7.0,5.092653,0.0
1.499279600000591,7.0,0.0,0.0
1.6344050999905448,7.0,5.18026,0.0
1.784230999997817,7.0,1.965386,0.0
1.9561291999998502,7.0,0.0,0.0
2.084159699996235,7.0,1.576297,0.0
2.234371899990947,7.0,4.971399,0.0
2.3918712999875424,7.0,0.0,0.0
2.5341460999916308,7.0,5.301576,0.0
2.7061745999963023,7.0,0.0,0.0
2.833979899995029,7.0,1.455044,0.0
2.9843756999907782,7.0,4.910772,0.0
3.141003400000045,7.0,0.0,0.0
3.284703899989836,7.0,5.18026,0.0
3.4344897999981185,7.0,1.783412,0.0
3.606169199993019,7.0,0.0,0.0
3.734345199991367,7.0,1.515671,0.0
3.8841440999967745,7.0,4.607638,0.0
4.041976099993917,7.0,0.0,0.0
4.184158799995203,7.0,5.18026,0.0
4.33447589998832,7.0,1.783412,0.0
4.506510499995784,7.0,0.0,0.0
4.634150899990345,7.0,1.515671,0.0
4.784160299997893,7.0,4.789519,0.0
4.940224899997702,7.0,0.0,0.0
5.084360299995751,7.0,5.18026,0.0
5.234048199999961,7.0,1.722754,0.0
5.405598999990616,7.0,0.0,0.0
5.534597499994561,7.0,1.636924,0.0
5.684265299991239,7.0,5.15328,0.0
5.840301999996882,7.0,0.0,0.0
5.983947000000626,7.0,5.422892,0.0
6.1340488999994704,7.0,2.026044,0.0
6.306236299991724,7.0,0.0,0.0
6.434271099991747,7.0,1.33379,0.0
6.584433500000159,7.0,4.304504,0.0
6.742035299990675,7.0,0.0,0.0
6.884460099987336,7.0,5.240918,0.0
7.03444540000055,7.0,1.601438,0.0
7.206557599987718,7.0,0.0,0.0
7.334188900000299,7.0,1.697551,0.0
7.484006799990311,7.0,4.728892,0.0
7.6416265000007115,7.0,0.06068918,0.0
7.7843401999998605,7.0,5.240918,0.0
7.933887899998808,7.0,1.84407,0.0
8.106697499999427,7.0,0.0,0.0
8.237004599999636,7.0,1.273163,0.0
8.384170699995593,7.0,4.486385,0.0
8.541104499992798,7.0,0.0,0.0
8.684294799997588,7.0,5.301576,0.0
8.855897499990533,7.0,0.0,0.0
8.984000699987519,7.0,1.455044,0.0
9.133805299992673,7.0,5.032026,0.0
9.290543199997046,7.0,0.0,0.0
9.434081399987917,7.0,5.240918,0.0
9.583991999999853,7.0,2.208018,0.0
9.734454799996456,7.0,0.0,0.0
9.9057274999941,7.0,0.0,0.0
10.033797299998696,7.0,1.636924,0.0
10.183756200000062,7.0,4.728892,0.0
10.34135439999227,7.0,0.0,0.0
10.507262399987667,7.0,0.0,0.0
10.634066399987205,7.0,1.33379,0.0
10.784135099995183,7.0,5.213906,0.0
10.940439099998912,7.0,0.06068918,0.0
11.08380579999357,7.0,5.119602,0.0
11.234122699999716,7.0,1.601438,0.0
11.383716500000446,7.0,0.0,0.0
11.556143800000427,7.0,0.0,0.0
11.695937500000582,7.0,1.879431,0.0
11.844632199994521,7.0,5.274533,0.0
12.001399000000674,7.0,0.0,0.0
12.14485449998756,7.0,5.119602,0.0
12.294755199996871,7.0,1.54078,0.0
12.466857899999013,7.0,0.0,0.0
12.599434399991878,7.0,1.576297,0.0
12.745018499990692,7.0,4.789519,0.0
12.900781599993934,7.0,0.0,0.0
13.044734199997038,7.0,5.301576,0.0
13.195131899992703,7.0,2.208018,0.0
13.379039599996759,7.0,0.0,0.0
13.494939699987299,7.0,1.515671,0.0
13.644460600000457,7.0,4.789519,0.0
13.802380499997525,7.0,0.0,0.0
13.944611699989764,7.0,5.18026,0.0
14.094986199997948,7.0,1.54078,0.0
14.267139299990959,7.0,0.0,0.0
14.405008299989277,7.0,1.636924,0.0
14.544836399989435,7.0,4.728892,0.0
14.701144399994519,7.0,0.0,0.0
14.845182999997633,7.0,4.998286,0.0
15.01654189999681,7.0,0.0,0.0
