time,velocity,angle,resistance
0.0,7.0,0.0,0.0
0.10101239997311495,7.0,1.337765,0.0
0.25135179999051616,7.0,5.002079,0.0
0.4012718999874778,7.0,9.015376,0.0
0.5764660999993794,7.0,0.0,0.0
0.7014436999743339,7.0,1.077857,0.0
0.851423199987039,7.0,4.882057,0.0
1.0009409999765921,7.0,9.510501,0.0
1.1767413999768905,7.0,0.0,0.0
1.3011081999866292,7.0,1.393508,0.0
1.451406699983636,7.0,5.167593,0.0
1.6012641999986954,7.0,9.754559,0.0
1.7825941999908537,7.0,0.0,0.0
1.9051191999751609,7.0,1.32898,0.0
2.0553510999889113,7.0,5.189351,0.0
2.20526219997555,7.0,9.872424,0.0
2.380476299993461,7.0,0.0,0.0
2.5046431999944616,7.0,1.274564,0.0
2.655059299984714,7.0,5.156189,0.0
2.8053098999953363,7.0,9.733031,0.0
2.9816161999769974,7.0,0.0,0.0
3.1050528999767266,7.0,1.262891,0.0
3.255283699982101,7.0,4.925274,0.0
3.405394699977478,7.0,9.597969,0.0
3.5789401999791153,7.0,0.0,0.0
3.7052047999750357,7.0,1.618563,0.0
3.8556070999766234,7.0,5.086912,0.0
4.005189299990889,7.0,9.595765,0.0
4.1807993999973405,7.0,0.0,0.0
4.30500639998354,7.0,1.449417,0.0
4.4551659999997355,7.0,5.482578,0.0
4.605038799985778,7.0,9.767812,0.0
4.780880499980412,7.0,0.0,0.0
4.905219899985241,7.0,1.499686,0.0
5.055408999993233,7.0,5.306582,0.0
5.205309299984947,7.0,9.921002,0.0
5.381025899987435,7.0,0.06288301,0.0
5.505019599979278,7.0,1.131894,0.0
5.654932199977338,7.0,4.967758,0.0
5.804530800000066,7.0,9.558218,0.0
5.98016799998004,7.0,0.0,0.0
6.105091899982654,7.0,1.438847,0.0
6.255278799973894,7.0,5.179851,0.0
6.405277699988801,7.0,9.726608,0.0
6.579504099994665,7.0,0.0,0.0
6.70494629998575,7.0,0.8786652,0.0
6.855207099986728,7.0,4.644373,0.0
7.005128899996635,7.0,9.163222,0.0
7.179309200000716,7.0,0.0,0.0
7.3050176999822725,7.0,1.43562,0.0
7.455011699988972,7.0,4.938531,0.0
7.604971699998714,7.0,9.475089,0.0
7.781569799990393,7.0,0.0,0.0
7.9046404999971855,7.0,1.2531,0.0
8.054815399984363,7.0,4.699126,0.0
8.204364699980943,7.0,9.272943,0.0
8.379507499979809,7.0,0.0,0.0
8.504848799988395,7.0,1.432525,0.0
8.654995999997482,7.0,5.157089,0.0
8.805094899988035,7.0,9.34006,0.0
8.9815778999764,7.0,0.0,0.0
9.104840099986177,7.0,1.188335,0.0
9.254715299990494,7.0,5.003514,0.0
9.411431599990465,7.0,9.444133,0.0
9.585669699998107,7.0,0.0,0.0
9.711194699979387,7.0,1.543984,0.0
9.86078209997504,7.0,5.318167,0.0
10.010798899980728,7.0,9.835751,0.0
10.18593099998543,7.0,0.0,0.0
10.3107359999849,7.0,0.9988176,0.0
10.460728799982462,7.0,4.744384,0.0
10.610960799996974,7.0,9.363915,0.0
10.785317399975611,7.0,0.0,0.0
10.910975299979327,7.0,1.369373,0.0
11.060670699982438,7.0,5.07809,0.0
11.210287099995185,7.0,9.642666,0.0
11.385628399992129,7.0,0.0,0.0
11.510748599976068,7.0,1.059305,0.0
11.660878399998182,7.0,4.86034,0.0
11.810936399997445,7.0,9.533743,0.0
11.984900799987372,7.0,0.0,0.0
12.110856699990109,7.0,1.423228,0.0
12.260472399997525,7.0,4.782044,0.0
12.410732799995458,7.0,9.336372,0.0
12.58483699997305,7.0,0.0,0.0
12.710513499972876,7.0,1.368156,0.0
12.860410099994624,7.0,5.286059,0.0
13.01021489998675,7.0,9.514906,0.0
13.184340899984818,7.0,0.0,0.0
13.310518599988427,7.0,1.363495,0.0
13.460169499972835,7.0,5.113107,0.0
13.610811999998987,7.0,9.317217,0.0
13.7853683999856,7.0,0.0,0.0
13.910716299986234,7.0,1.303356,0.0
14.060341499978676,7.0,5.151358,0.0
14.210651999979746,7.0,9.744135,0.0
14.385427199973492,7.0,0.0,0.0
14.510271199978888,7.0,1.36072,0.0
14.661050499998964,7.0,5.046003,0.0
14.810813999996753,7.0,9.581737,0.0
14.984637299989117,7.0,0.06193895,0.0
