time,velocity,angle,resistance
0.0,7.0,0.0,0.0
0.007856899996113498,7.0,0.0,0.0
0.1542178999952739,7.0,0.0,0.0
0.28804659999877913,7.0,0.0,0.0
0.43643080000038026,7.0,0.0,0.0
0.5876051999948686,7.0,1.0,0.0
0.741653299999598,7.0,0.0,0.0
0.8928248999945936,7.0,1.0,0.0
1.043143399998371,7.0,1.0,0.0
1.1930001999935484,7.0,1.0,0.0
1.342526899999939,7.0,1.0,0.0
1.4935561999955098,7.0,0.0,0.0
1.6402885999996215,7.0,1.0,0.0
1.7937299999975949,7.0,0.0,0.0
1.9617390999992494,7.0,0.0,0.0
2.09314219999942,7.0,0.0,0.0
2.2429544999977225,7.0,0.0,0.0
2.3933154999976978,7.0,0.0,0.0
2.543355399997381,7.0,0.0,0.0
2.6923978999984683,7.0,1.0,0.0
2.8412106999967364,7.0,0.0,0.0
3.0055713999972795,7.0,1.0,0.0
3.1424205000002985,7.0,1.0,0.0
3.2923608999990392,7.0,1.0,0.0
3.4437102999945637,7.0,1.0,0.0
3.594577099996968,7.0,0.0,0.0
3.7406380999964313,7.0,1.0,0.0
3.8936563999959617,7.0,0.0,0.0
4.042326399998274,7.0,0.0,0.0
4.193411099993682,7.0,0.0,0.0
4.343844299997727,7.0,0.0,0.0
4.49355469999864,7.0,0.0,0.0
4.643758299993351,7.0,0.0,0.0
4.793528899994271,7.0,1.0,0.0
4.9402560999951675,7.0,0.0,0.0
5.093265299998166,7.0,1.0,0.0
5.243521299998974,7.0,1.0,0.0
5.392288099996222,7.0,1.0,0.0
5.543050799999037,7.0,1.0,0.0
5.692421199993987,7.0,0.0,0.0
5.840160799998557,7.0,1.0,0.0
5.993016599997645,7.0,0.0,0.0
6.1430326999980025,7.0,0.0,0.0
6.293438999993668,7.0,0.0,0.0
6.443857799997204,7.0,0.0,0.0
6.593122899997979,7.0,0.0,0.0
6.743305399999372,7.0,0.0,0.0
6.892133399996965,7.0,1.0,0.0
7.0399483000001055,7.0,0.0,0.0
7.193590299997595,7.0,1.0,0.0
7.343625399997109,7.0,1.0,0.0
7.493190199995297,7.0,1.0,0.0
7.642731599997205,7.0,1.0,0.0
7.793156099993212,7.0,0.0,0.0
7.940931599994656,7.0,1.0,0.0
8.093697199998132,7.0,0.0,0.0
8.243356599996332,7.0,0.0,0.0
8.403392299995176,7.0,0.0,0.0
8.543336499998986,7.0,0.0,0.0
8.693120899995847,7.0,0.0,0.0
8.843153599998914,7.0,0.0,0.0
8.993221400000039,7.0,1.0,0.0
9.14079039999342,7.0,0.0,0.0
9.293501299995114,7.0,1.0,0.0
9.442472299997462,7.0,1.0,0.0
9.592955499996606,7.0,1.0,0.0
9.74223539999366,7.0,1.0,0.0
9.893165099994803,7.0,0.0,0.0
10.040839099994628,7.0,1.0,0.0
10.192135999997845,7.0,0.0,0.0
11.334158099998604,7.0,0.0,0.0
11.34254030000011,7.0,0.0,0.0
11.493747099993925,7.0,0.0,0.0
11.626267699997697,7.0,0.0,0.0
11.776230899995426,7.0,0.0,0.0
11.927586999998312,7.0,1.0,0.0
12.073838099997374,7.0,0.0,0.0
12.235556799998449,7.0,1.0,0.0
12.377000699998462,7.0,1.0,0.0
12.526359199997387,7.0,1.0,0.0
12.677585699995689,7.0,1.0,0.0
12.82629420000012,7.0,0.0,0.0
12.975127099998645,7.0,1.0,0.0
13.126357899993309,7.0,0.0,0.0
13.294068699993659,7.0,0.0,0.0
13.427146599999105,7.0,0.0,0.0
13.576427299994975,7.0,0.0,0.0
13.727522499997576,7.0,0.0,0.0
13.876339999995253,7.0,0.0,0.0
14.028039899996656,7.0,1.0,0.0
14.173631199999363,7.0,0.0,0.0
14.325689799996326,7.0,1.0,0.0
14.475743199996941,7.0,1.0,0.0
14.625819399996544,7.0,1.0,0.0
14.776036799994472,7.0,1.0,0.0
14.926176900000428,7.0,0.0,0.0
15.07450009999593,7.0,1.0,0.0
15.226964499997848,7.0,0.0,0.0
15.375529899996764,7.0,0.0,0.0
15.526064599995152,7.0,0.0,0.0
15.676129699997546,7.0,0.0,0.0
15.838309499995376,7.0,0.0,0.0
15.977264599998307,7.0,0.0,0.0
16.12645789999806,7.0,1.0,0.0
16.27562109999417,7.0,0.0,0.0
16.426658999997017,7.0,1.0,0.0
16.576758600000176,7.0,1.0,0.0
16.726478199998382,7.0,1.0,0.0
16.875800099995104,7.0,1.0,0.0
17.038298399995256,7.0,0.0,0.0
17.1855515999996,7.0,1.0,0.0
17.337355699994077,7.0,0.0,0.0
17.48694229999819,7.0,0.0,0.0
17.65056309999636,7.0,0.0,0.0
17.788808399993286,7.0,0.0,0.0
17.936512099993706,7.0,0.0,0.0
18.08750859999418,7.0,0.0,0.0
18.237639199993282,7.0,1.0,0.0
18.3852498999986,7.0,0.0,0.0
18.538017499995476,7.0,1.0,0.0
18.69082139999955,7.0,1.0,0.0
18.837089900000137,7.0,1.0,0.0
18.988209199997073,7.0,1.0,0.0
19.137598499997694,7.0,0.0,0.0
19.285232799993537,7.0,1.0,0.0
19.437830299997586,7.0,0.0,0.0
